Trans Date,Store,Store Name,City,Brand,Txn,NetAmount,DiscAmount,Dine In Sale,Dine In Trans,Delivery Sale,Delivery Trans,3rd Party Sale,3rd Party Trans,Take Away Sale,Take Away Trans
23-01-2021,HYD003,Sky View 10,Hyderabad,Wow! Momo,24,4960.29,860.9,99,1,0,0,12361,169,28162,253
25-01-2021,HYD003,Sky View 10,Hyderabad,Wow! Momo,47,9844.01,1882.72,0,0,0,0,27121,207,26289,141
26-01-2021,HYD003,Sky View 10,Hyderabad,Wow! Momo,24,4541.83,1236.15,0,0,0,0,18702,259,19251,257
27-01-2021,HYD003,Sky View 10,Hyderabad,Wow! Momo,53,10950.15,2107.09,147,2,0,0,12841,177,14514,288
28-01-2021,HYD003,Sky View 10,Hyderabad,Wow! Momo,57,11033.77,2168.85,0,0,0,0,15115,165,13299,225
29-01-2021,HYD003,Sky View 10,Hyderabad,Wow! Momo,66,12413.62,3273.48,0,0,0,0,13148,212,16602,135
30-01-2021,HYD003,Sky View 10,Hyderabad,Wow! Momo,44,9648.81,2124.57,0,0,0,0,28844,237,21188,243
01-01-2021,HYD008,Sarath City Mall,Hyderabad,Wow! Momo,18,34538.84,913,31300.99,3,0,0,11842,268,20498,273
02-01-2021,HYD008,Sarath City Mall,Hyderabad,Wow! Momo,21,35282.49,1311,32324.59,3,0,0,18731,281,10744,284
03-01-2021,HYD008,Sarath City Mall,Hyderabad,Wow! Momo,18,35317.15,1382,32426.2,3,0,0,29099,215,21465,227
04-01-2021,HYD008,Sarath City Mall,Hyderabad,Wow! Momo,26,17672.74,1862,12560.99,3,0,0,28275,196,12279,168
05-01-2021,HYD008,Sarath City Mall,Hyderabad,Wow! Momo,27,14044.95,1706.6,10111.65,3,0,0,28352,292,23300,224
06-01-2021,HYD008,Sarath City Mall,Hyderabad,Wow! Momo,20,16165.57,1202.6,11702.74,3,0,0,22498,232,26716,266
07-01-2021,HYD008,Sarath City Mall,Hyderabad,Wow! Momo,23,21603.61,1376,18570.61,3,0,0,24172,218,17113,269
08-01-2021,HYD008,Sarath City Mall,Hyderabad,Wow! Momo,94,28939.55,694,11556.7,3,0,0,18759,103,22813,279
09-01-2021,HYD008,Sarath City Mall,Hyderabad,Wow! Momo,32,41396.99,1766,35603.14,3,0,0,12557,150,12475,204
10-01-2021,HYD008,Sarath City Mall,Hyderabad,Wow! Momo,30,33901.65,1705,29636.7,3,0,0,21448,199,21606,292
11-01-2021,HYD008,Sarath City Mall,Hyderabad,Wow! Momo,26,18686.55,1178.8,13545.45,4,0,0,27532,103,12515,177
12-01-2021,HYD008,Sarath City Mall,Hyderabad,Wow! Momo,27,15826.6,1530,11062.6,3,0,0,20635,157,23496,155
13-01-2021,HYD008,Sarath City Mall,Hyderabad,Wow! Momo,27,14281.78,1514.89,9810.09,3,0,0,14175,300,10075,158
14-01-2021,HYD008,Sarath City Mall,Hyderabad,Wow! Momo,28,25728.81,2189,21573.01,3,0,0,24682,215,24986,201
15-01-2021,HYD008,Sarath City Mall,Hyderabad,Wow! Momo,28,21819.35,7378.5,17061.95,3,0,0,14359,173,17953,110
16-01-2021,HYD008,Sarath City Mall,Hyderabad,Wow! Momo,80,38468.9,1129.2,23552.4,3,0,0,23425,146,23705,242
17-01-2021,HYD008,Sarath City Mall,Hyderabad,Wow! Momo,25,24858.84,1763.8,20464.79,3,0,0,27414,261,25342,275
18-01-2021,HYD008,Sarath City Mall,Hyderabad,Wow! Momo,26,13747.1,1563.4,9193.85,3,0,0,12726,180,25471,205
19-01-2021,HYD008,Sarath City Mall,Hyderabad,Wow! Momo,24,12269.17,2342.28,8304.35,3,0,0,10067,153,21393,292
20-01-2021,HYD008,Sarath City Mall,Hyderabad,Wow! Momo,92,24094.59,1673,8336.89,3,0,0,17099,210,12972,252
21-01-2021,HYD008,Sarath City Mall,Hyderabad,Wow! Momo,39,14285.22,2750.13,8766.8,3,0,0,19429,291,22186,136
22-01-2021,HYD008,Sarath City Mall,Hyderabad,Wow! Momo,25,15921.65,5840,11061.65,3,0,0,21674,218,26362,162
23-01-2021,HYD008,Sarath City Mall,Hyderabad,Wow! Momo,24,29482.18,1242,24095.43,3,0,0,15709,208,29656,183
24-01-2021,HYD008,Sarath City Mall,Hyderabad,Wow! Momo,19,24580.39,974.3,22058.94,3,0,0,10772,147,18093,121
25-01-2021,HYD008,Sarath City Mall,Hyderabad,Wow! Momo,23,15072.24,1067.28,11849.77,3,0,0,25786,177,11269,224
26-01-2021,HYD008,Sarath City Mall,Hyderabad,Wow! Momo,28,29451.3,1968.8,25237.65,3,0,0,20923,249,21437,106
27-01-2021,HYD008,Sarath City Mall,Hyderabad,Wow! Momo,28,14863.33,1970.24,9963.57,3,0,0,28390,208,12261,271
28-01-2021,HYD008,Sarath City Mall,Hyderabad,Wow! Momo,34,13297.9,2071.6,7029.85,3,0,0,23786,129,17884,267
29-01-2021,HYD008,Sarath City Mall,Hyderabad,Wow! Momo,46,19004.67,3145.58,11595.45,3,0,0,20994,285,12092,104
30-01-2021,HYD008,Sarath City Mall,Hyderabad,Wow! Momo,29,28441.54,1757.5,22927.39,3,0,0,15875,133,26648,206
01-01-2021,HYD009,Swiggy Gachibowli,Hyderabad,Combo,99,28396.25,5535.21,0,0,0,0,14307,126,27132,100
02-01-2021,HYD009,Swiggy Gachibowli,Hyderabad,Combo,101,25814.9,6573.54,358.02,1,0,0,24805,165,20678,179
03-01-2021,HYD009,Swiggy Gachibowli,Hyderabad,Combo,110,30239.9,8888.91,0,0,0,0,16373,255,16519,142
04-01-2021,HYD009,Swiggy Gachibowli,Hyderabad,Combo,55,14495.54,3834.7,0,0,0,0,15854,175,13658,134
05-01-2021,HYD009,Swiggy Gachibowli,Hyderabad,Combo,58,12165.75,3572.53,93.01,1,0,0,27449,262,19384,249
06-01-2021,HYD009,Swiggy Gachibowli,Hyderabad,Combo,61,16437.16,3199.18,247,1,0,0,29586,189,25417,227
07-01-2021,HYD009,Swiggy Gachibowli,Hyderabad,Combo,93,24308.91,5035.74,0,0,0,0,17822,235,25543,201
08-01-2021,HYD009,Swiggy Gachibowli,Hyderabad,Combo,162,36773.21,5471.23,0,0,0,0,20137,236,10504,196
09-01-2021,HYD009,Swiggy Gachibowli,Hyderabad,Combo,87,22801.1,5910.75,0,0,0,0,20371,287,17541,243
10-01-2021,HYD009,Swiggy Gachibowli,Hyderabad,Combo,105,25992.93,7352.85,0,0,0,0,25960,285,11177,194
11-01-2021,HYD009,Swiggy Gachibowli,Hyderabad,Combo,78,16164.44,4375.44,0,0,0,0,17468,222,22796,279
12-01-2021,HYD009,Swiggy Gachibowli,Hyderabad,Combo,62,15405.5,3287.4,0,0,0,0,25499,231,20867,178
13-01-2021,HYD009,Swiggy Gachibowli,Hyderabad,Combo,17,3462.2,1217.33,92.4,1,0,0,20108,172,24447,147
14-01-2021,HYD009,Swiggy Gachibowli,Hyderabad,Combo,163,35939.22,12959.33,0,0,0,0,11798,166,10139,287
15-01-2021,HYD009,Swiggy Gachibowli,Hyderabad,Combo,59,15819.2,4109.15,0,0,0,0,27005,204,29230,190
16-01-2021,HYD009,Swiggy Gachibowli,Hyderabad,Combo,114,24421.67,3348.68,0,0,0,0,27852,171,27308,258
17-01-2021,HYD009,Swiggy Gachibowli,Hyderabad,Combo,84,21020.89,7160.51,0,0,0,0,22302,164,27490,101
18-01-2021,HYD009,Swiggy Gachibowli,Hyderabad,Combo,73,18314.84,5549.91,0,0,0,0,26788,257,12529,250
19-01-2021,HYD009,Swiggy Gachibowli,Hyderabad,Combo,50,9946.22,3432.98,0,0,0,0,13494,160,22802,255
20-01-2021,HYD009,Swiggy Gachibowli,Hyderabad,Combo,137,22771.89,9294.16,0,0,0,0,22364,196,22177,180
21-01-2021,HYD009,Swiggy Gachibowli,Hyderabad,Combo,131,24126.5,10701.72,0,0,0,0,14530,259,27677,218
22-01-2021,HYD009,Swiggy Gachibowli,Hyderabad,Combo,124,29996.28,9346.42,0,0,0,0,22093,139,25005,106
23-01-2021,HYD009,Swiggy Gachibowli,Hyderabad,Combo,133,29780.9,9335.73,0,0,0,0,18883,116,24522,258
24-01-2021,HYD009,Swiggy Gachibowli,Hyderabad,Combo,122,30825.58,7302.87,0,0,0,0,19025,182,12755,271
25-01-2021,HYD009,Swiggy Gachibowli,Hyderabad,Combo,85,16943.34,6322.57,0,0,0,0,20625,127,22896,165
26-01-2021,HYD009,Swiggy Gachibowli,Hyderabad,Combo,106,27530.58,8249.38,0,0,0,0,24126,128,17217,101
27-01-2021,HYD009,Swiggy Gachibowli,Hyderabad,Combo,94,17828.03,6549.95,0,0,0,0,17446,114,13405,215
28-01-2021,HYD009,Swiggy Gachibowli,Hyderabad,Combo,115,24940.21,7222.94,237.01,1,0,0,25863,204,20725,112
29-01-2021,HYD009,Swiggy Gachibowli,Hyderabad,Combo,61,13436.98,4627.9,314.02,1,0,0,26461,187,19635,229
30-01-2021,HYD009,Swiggy Gachibowli,Hyderabad,Combo,86,22620.37,5315.99,0,0,0,0,18566,297,18889,300
01-01-2021,HYD017,kukatpally Dark Kitchen,Hyderabad,Wow! Momo,27,5876.87,1786.23,98.4,1,0,0,13068,293,14867,110
02-01-2021,HYD017,kukatpally Dark Kitchen,Hyderabad,Wow! Momo,35,7048.63,2383.33,0,0,0,0,22303,252,24222,224
03-01-2021,HYD017,kukatpally Dark Kitchen,Hyderabad,Wow! Momo,16,3794.12,1109.57,0,0,0,0,10110,241,29968,165
04-01-2021,HYD017,kukatpally Dark Kitchen,Hyderabad,Wow! Momo,40,7919.24,1998.8,0,0,0,0,19374,237,29547,166
05-01-2021,HYD017,kukatpally Dark Kitchen,Hyderabad,Wow! Momo,28,5393.79,1756.73,0,0,0,0,15967,233,11356,143
06-01-2021,HYD017,kukatpally Dark Kitchen,Hyderabad,Wow! Momo,38,8631.89,2705.63,0,0,0,0,16899,118,20132,185
07-01-2021,HYD017,kukatpally Dark Kitchen,Hyderabad,Wow! Momo,26,5364.52,1720.77,0,0,0,0,20743,161,29358,254
08-01-2021,HYD017,kukatpally Dark Kitchen,Hyderabad,Wow! Momo,131,23426.61,1329.67,297,1,0,0,24141,129,14519,219
09-01-2021,HYD017,kukatpally Dark Kitchen,Hyderabad,Wow! Momo,27,5040.26,1405.4,0,0,0,0,22420,135,24790,275
10-01-2021,HYD017,kukatpally Dark Kitchen,Hyderabad,Wow! Momo,46,7862.08,3513.01,0,0,0,0,24323,206,25916,219
11-01-2021,HYD017,kukatpally Dark Kitchen,Hyderabad,Wow! Momo,25,5148.59,1245.36,0,0,0,0,14066,154,18348,197
12-01-2021,HYD017,kukatpally Dark Kitchen,Hyderabad,Wow! Momo,27,5445.35,1570.65,0,0,0,0,25304,106,22005,267
13-01-2021,HYD017,kukatpally Dark Kitchen,Hyderabad,Wow! Momo,32,6150.85,1569.72,0,0,0,0,28101,199,11243,283
14-01-2021,HYD017,kukatpally Dark Kitchen,Hyderabad,Wow! Momo,41,6958.85,3249.68,0,0,0,0,12316,289,14530,149
15-01-2021,HYD017,kukatpally Dark Kitchen,Hyderabad,Wow! Momo,34,7587.22,2401.73,0,0,0,0,24014,237,20023,132
16-01-2021,HYD017,kukatpally Dark Kitchen,Hyderabad,Wow! Momo,121,20937.18,2230.77,0,0,0,0,23573,292,23120,294
17-01-2021,HYD017,kukatpally Dark Kitchen,Hyderabad,Wow! Momo,39,7388.07,2521.69,0,0,0,0,23159,296,21439,248
18-01-2021,HYD017,kukatpally Dark Kitchen,Hyderabad,Wow! Momo,24,4566.54,1420.75,0,0,0,0,25171,113,19061,295
19-01-2021,HYD017,kukatpally Dark Kitchen,Hyderabad,Wow! Momo,27,5792.77,2139.58,0,0,0,0,17614,122,20928,173
20-01-2021,HYD017,kukatpally Dark Kitchen,Hyderabad,Wow! Momo,80,14905.57,1022,0,0,0,0,10991,272,19708,295
21-01-2021,HYD017,kukatpally Dark Kitchen,Hyderabad,Wow! Momo,49,7555.29,3663.8,0,0,0,0,29252,274,19272,285
22-01-2021,HYD017,kukatpally Dark Kitchen,Hyderabad,Wow! Momo,40,7459.95,2657,0,0,0,0,28945,221,15699,127
23-01-2021,HYD017,kukatpally Dark Kitchen,Hyderabad,Wow! Momo,32,6790.52,2037,0,0,0,0,26919,284,25932,275
24-01-2021,HYD017,kukatpally Dark Kitchen,Hyderabad,Wow! Momo,31,6100.9,1718,0,0,0,0,13984,300,15484,265
25-01-2021,HYD017,kukatpally Dark Kitchen,Hyderabad,Wow! Momo,26,6036.45,1292.63,0,0,0,0,26149,252,20421,119
26-01-2021,HYD017,kukatpally Dark Kitchen,Hyderabad,Wow! Momo,23,4080.07,1434.31,0,0,0,0,10797,168,11340,270
27-01-2021,HYD017,kukatpally Dark Kitchen,Hyderabad,Wow! Momo,30,5720.97,1547.06,0,0,0,0,22767,135,27753,102
28-01-2021,HYD017,kukatpally Dark Kitchen,Hyderabad,Wow! Momo,25,5143.72,1131.99,283,1,0,0,25199,152,19740,291
29-01-2021,HYD017,kukatpally Dark Kitchen,Hyderabad,Wow! Momo,62,11554.97,4116.39,0,0,0,0,22589,276,25534,151
30-01-2021,HYD017,kukatpally Dark Kitchen,Hyderabad,Wow! Momo,31,6211.67,1630.47,0,0,0,0,18797,240,14124,135
02-01-2021,HYD019,Madhapur CCD,Hyderabad,Wow! Momo,24,5546.68,1749,0,0,0,0,18234,253,24039,120
03-01-2021,HYD019,Madhapur CCD,Hyderabad,Wow! Momo,31,6365.82,1435,0,0,0,0,26489,278,22306,211
04-01-2021,HYD019,Madhapur CCD,Hyderabad,Wow! Momo,26,5282.77,823,0,0,0,0,18658,249,24165,276
05-01-2021,HYD019,Madhapur CCD,Hyderabad,Wow! Momo,22,4077.77,881.81,0,0,0,0,17437,153,20031,125
06-01-2021,HYD019,Madhapur CCD,Hyderabad,Wow! Momo,17,3343.58,1064.45,247,1,0,0,11566,111,19031,225
07-01-2021,HYD019,Madhapur CCD,Hyderabad,Wow! Momo,21,4656.23,1074.05,1443.3,7,0,0,21913,219,13613,230
08-01-2021,HYD019,Madhapur CCD,Hyderabad,Wow! Momo,97,17318.23,911.59,0,0,0,0,26746,227,14049,270
09-01-2021,HYD019,Madhapur CCD,Hyderabad,Wow! Momo,23,4985.73,793,0,0,0,0,21985,240,13476,262
10-01-2021,HYD019,Madhapur CCD,Hyderabad,Wow! Momo,37,6563.52,2246,0,0,0,0,24429,116,26972,172
11-01-2021,HYD019,Madhapur CCD,Hyderabad,Wow! Momo,23,5638.72,1140,0,0,0,0,14740,132,26452,171
12-01-2021,HYD019,Madhapur CCD,Hyderabad,Wow! Momo,30,5554.94,1235,134,1,0,0,24437,118,18827,117
13-01-2021,HYD019,Madhapur CCD,Hyderabad,Wow! Momo,20,3539.34,845.12,960,5,0,0,24594,166,18994,220
14-01-2021,HYD019,Madhapur CCD,Hyderabad,Wow! Momo,31,5882.08,1719.74,1024.95,7,0,0,27824,230,12781,292
15-01-2021,HYD019,Madhapur CCD,Hyderabad,Wow! Momo,23,5374.9,1202,1773.9,5,0,0,23945,294,12592,260
16-01-2021,HYD019,Madhapur CCD,Hyderabad,Wow! Momo,107,15940.82,470.19,2646,14,0,0,21415,230,21612,188
17-01-2021,HYD019,Madhapur CCD,Hyderabad,Wow! Momo,24,5221.1,1676.8,824,4,0,0,14949,181,26344,218
18-01-2021,HYD019,Madhapur CCD,Hyderabad,Wow! Momo,20,4331.92,479,2622.91,11,0,0,13983,198,22898,113
19-01-2021,HYD019,Madhapur CCD,Hyderabad,Wow! Momo,18,4171.9,621,2303.95,8,0,0,22573,165,25272,275
20-01-2021,HYD019,Madhapur CCD,Hyderabad,Wow! Momo,89,15608,1268,2045,7,0,0,20495,288,29593,140
21-01-2021,HYD019,Madhapur CCD,Hyderabad,Wow! Momo,42,6786.85,2545,954,5,0,0,10653,240,27270,180
22-01-2021,HYD019,Madhapur CCD,Hyderabad,Wow! Momo,35,6399.8,1741,75,1,0,0,25600,162,17732,150
23-01-2021,HYD019,Madhapur CCD,Hyderabad,Wow! Momo,29,5715.97,2123,99,1,0,0,12982,263,20139,165
24-01-2021,HYD019,Madhapur CCD,Hyderabad,Wow! Momo,30,6096.65,1414,0,0,0,0,28248,272,23845,270
25-01-2021,HYD019,Madhapur CCD,Hyderabad,Wow! Momo,26,4964.13,1657.36,0,0,0,0,18348,283,22450,213
26-01-2021,HYD019,Madhapur CCD,Hyderabad,Wow! Momo,32,5981.87,1415.48,0,0,0,0,15774,167,27237,243
02-01-2021,HYD020,Banjara Hills Road No  10 CCD,Hyderabad,Wow! Momo,26,5533.47,1553.16,861,3,0,0,26846,103,10311,253
03-01-2021,HYD020,Banjara Hills Road No  10 CCD,Hyderabad,Wow! Momo,34,8884.38,1505.87,2627.16,6,0,0,29240,137,18691,266
04-01-2021,HYD020,Banjara Hills Road No  10 CCD,Hyderabad,Wow! Momo,29,6409.79,1198.7,3451.44,11,0,0,24947,108,15251,133
05-01-2021,HYD020,Banjara Hills Road No  10 CCD,Hyderabad,Wow! Momo,39,7902.58,1755.98,2381,9,0,0,25267,142,17956,246
06-01-2021,HYD020,Banjara Hills Road No  10 CCD,Hyderabad,Wow! Momo,39,9299.65,1826.69,1956.44,5,0,0,22002,242,14268,166
07-01-2021,HYD020,Banjara Hills Road No  10 CCD,Hyderabad,Wow! Momo,59,13276.54,2793.89,3169.44,12,0,0,13569,196,11495,142
08-01-2021,HYD020,Banjara Hills Road No  10 CCD,Hyderabad,Wow! Momo,136,22648.29,475.57,2239.86,9,0,0,22514,258,16620,240
09-01-2021,HYD020,Banjara Hills Road No  10 CCD,Hyderabad,Wow! Momo,41,9943.22,2436.89,1851,6,0,0,17833,125,25251,210
10-01-2021,HYD020,Banjara Hills Road No  10 CCD,Hyderabad,Wow! Momo,65,12977.18,5164.68,2210.16,6,0,0,27290,196,21735,116
11-01-2021,HYD020,Banjara Hills Road No  10 CCD,Hyderabad,Wow! Momo,39,9447.47,2447.75,2224.44,7,0,0,27434,289,22064,180
12-01-2021,HYD020,Banjara Hills Road No  10 CCD,Hyderabad,Wow! Momo,39,8618.9,1235.14,4512.95,16,0,0,16993,163,14484,201
13-01-2021,HYD020,Banjara Hills Road No  10 CCD,Hyderabad,Wow! Momo,41,8197.43,1849.13,1526,7,0,0,14488,298,14050,276
14-01-2021,HYD020,Banjara Hills Road No  10 CCD,Hyderabad,Wow! Momo,63,13151.82,5381.68,1999.96,8,0,0,28605,226,10245,191
15-01-2021,HYD020,Banjara Hills Road No  10 CCD,Hyderabad,Wow! Momo,32,8487.5,1872.34,2450,5,0,0,16070,264,29858,147
16-01-2021,HYD020,Banjara Hills Road No  10 CCD,Hyderabad,Wow! Momo,82,14525.12,1088.96,1997,11,0,0,11291,126,29849,168
17-01-2021,HYD020,Banjara Hills Road No  10 CCD,Hyderabad,Wow! Momo,46,10581.01,2899.94,2271,7,0,0,16050,260,15929,214
18-01-2021,HYD020,Banjara Hills Road No  10 CCD,Hyderabad,Wow! Momo,30,9429.41,1423.47,3654,8,0,0,24451,244,23598,237
19-01-2021,HYD020,Banjara Hills Road No  10 CCD,Hyderabad,Wow! Momo,37,7704.5,1513.35,1092.76,7,0,0,22777,283,14888,130
20-01-2021,HYD020,Banjara Hills Road No  10 CCD,Hyderabad,Wow! Momo,115,21368.63,1358.38,1416,7,0,0,12335,156,22100,167
21-01-2021,HYD020,Banjara Hills Road No  10 CCD,Hyderabad,Wow! Momo,85,14430.76,4991.23,3848,18,0,0,18933,154,27598,102
22-01-2021,HYD020,Banjara Hills Road No  10 CCD,Hyderabad,Wow! Momo,36,7303.01,2846.96,1625.56,5,0,0,28380,298,25366,195
23-01-2021,HYD020,Banjara Hills Road No  10 CCD,Hyderabad,Wow! Momo,38,9116.67,1474.57,3565.39,12,0,0,14103,174,26504,219
24-01-2021,HYD020,Banjara Hills Road No  10 CCD,Hyderabad,Wow! Momo,33,9060.59,1759.27,2923,6,0,0,25971,163,12970,209
25-01-2021,HYD020,Banjara Hills Road No  10 CCD,Hyderabad,Wow! Momo,34,7876.17,1149.7,2520,9,0,0,18318,234,15406,120
26-01-2021,HYD020,Banjara Hills Road No  10 CCD,Hyderabad,Wow! Momo,50,12921.85,3430.97,1541,5,0,0,13590,236,19527,295
27-01-2021,HYD020,Banjara Hills Road No  10 CCD,Hyderabad,Wow! Momo,37,8222.47,1920.39,1592,7,0,0,13156,209,27623,212
28-01-2021,HYD020,Banjara Hills Road No  10 CCD,Hyderabad,Wow! Momo,38,7614.48,2150.21,1404,4,0,0,18601,191,16197,197
29-01-2021,HYD020,Banjara Hills Road No  10 CCD,Hyderabad,Wow! Momo,73,14525.18,4916.36,2150.14,8,0,0,11590,244,26925,247
30-01-2021,HYD020,Banjara Hills Road No  10 CCD,Hyderabad,Wow! Momo,41,9733.61,1750.21,2919.28,11,0,0,27448,145,22311,281
05-01-2021,HYD021,GVK One WC,Hyderabad,Wow! China,2,0,0,0,2,0,0,29491,199,12583,158
06-01-2021,HYD021,GVK One WC,Hyderabad,Wow! China,30,8391.35,168.6,8391.35,30,0,0,20204,212,15021,242
07-01-2021,HYD021,GVK One WC,Hyderabad,Wow! China,55,14973.14,591.2,11962.14,45,0,0,19211,288,28649,174
08-01-2021,HYD021,GVK One WC,Hyderabad,Wow! China,51,11850.47,2705.57,10256.45,42,0,0,24804,186,29872,224
09-01-2021,HYD021,GVK One WC,Hyderabad,Wow! China,92,24124.76,991.08,20862.04,79,0,0,21033,199,15746,162
10-01-2021,HYD021,GVK One WC,Hyderabad,Wow! China,85,21480.68,676,19403.68,74,0,0,26955,250,15515,246
11-01-2021,HYD021,GVK One WC,Hyderabad,Wow! China,69,18893.52,1025.48,15813.6,55,0,0,16789,161,14612,113
12-01-2021,HYD021,GVK One WC,Hyderabad,Wow! China,62,18225.59,1288.41,13518,45,0,0,28131,138,29703,203
13-01-2021,HYD021,GVK One WC,Hyderabad,Wow! China,63,15973.36,1128.09,12096.85,48,0,0,28871,135,20376,144
14-01-2021,HYD021,GVK One WC,Hyderabad,Wow! China,149,34971.91,7193.41,22424.52,72,0,0,23237,198,10053,286
15-01-2021,HYD021,GVK One WC,Hyderabad,Wow! China,102,19583.48,5621.5,18450.64,95,0,0,26121,281,17248,157
16-01-2021,HYD021,GVK One WC,Hyderabad,Wow! China,94,23942.1,875.4,21789.2,83,0,0,17349,114,24489,197
17-01-2021,HYD021,GVK One WC,Hyderabad,Wow! China,101,31092.88,1313.44,26297.77,84,0,0,11881,244,17284,230
18-01-2021,HYD021,GVK One WC,Hyderabad,Wow! China,53,16520.1,668.22,14640.82,43,0,0,13107,197,29216,300
19-01-2021,HYD021,GVK One WC,Hyderabad,Wow! China,74,19564.59,1058.91,15430.2,51,0,0,11515,242,20305,151
20-01-2021,HYD021,GVK One WC,Hyderabad,Wow! China,63,17729.17,910.48,13396.75,46,0,0,16208,295,17790,230
21-01-2021,HYD021,GVK One WC,Hyderabad,Wow! China,109,23058.59,5252.24,14973.83,45,0,0,18673,140,20385,274
22-01-2021,HYD021,GVK One WC,Hyderabad,Wow! China,101,22967.47,8512.95,20439.02,85,0,0,25064,201,23026,184
23-01-2021,HYD021,GVK One WC,Hyderabad,Wow! China,97,27248.25,1107.31,24279.71,80,0,0,17301,268,12524,157
24-01-2021,HYD021,GVK One WC,Hyderabad,Wow! China,110,32374.82,1080.5,28082.42,89,0,0,29445,122,26577,225
25-01-2021,HYD021,GVK One WC,Hyderabad,Wow! China,75,16735.65,1547.65,13420.8,54,0,0,21170,262,15278,299
26-01-2021,HYD021,GVK One WC,Hyderabad,Wow! China,76,21096.33,890.08,17916.41,64,0,0,29642,229,17010,227
27-01-2021,HYD021,GVK One WC,Hyderabad,Wow! China,50,10485.16,1227.68,7533.84,33,0,0,12274,208,13032,142
28-01-2021,HYD021,GVK One WC,Hyderabad,Wow! China,83,17804.48,4016.02,10054,34,0,0,10125,173,27753,153
29-01-2021,HYD021,GVK One WC,Hyderabad,Wow! China,65,15906.47,1269.18,12537.7,44,0,0,29182,240,29908,284
30-01-2021,HYD021,GVK One WC,Hyderabad,Wow! China,93,23872.37,1279.16,20373.68,73,0,0,18366,200,26424,273
01-01-2021,KNP001,Z Square Mall,Lucknow,Wow! Momo,133,26300.19,246.46,25304.63,129,0,0,11922,295,29991,169
02-01-2021,KNP001,Z Square Mall,Lucknow,Wow! Momo,86,17886.59,1032.17,9979.92,53,0,0,19400,126,12774,238
03-01-2021,KNP001,Z Square Mall,Lucknow,Wow! Momo,110,22131.84,912.67,16403.46,83,0,0,26202,289,14350,221
04-01-2021,KNP001,Z Square Mall,Lucknow,Wow! Momo,58,13081.88,805,9392.88,40,0,0,29150,167,28406,296
05-01-2021,KNP001,Z Square Mall,Lucknow,Wow! Momo,44,10965.28,725,8647.52,33,0,0,10505,281,18363,216
06-01-2021,KNP001,Z Square Mall,Lucknow,Wow! Momo,69,15259.98,1183.1,257,2,0,0,12229,227,21470,204
07-01-2021,KNP001,Z Square Mall,Lucknow,Wow! Momo,51,9834.16,668.06,1731.52,16,0,0,19471,140,17628,262
08-01-2021,KNP001,Z Square Mall,Lucknow,Wow! Momo,36,9857.24,958,6474.39,22,0,0,17612,262,20992,263
09-01-2021,KNP001,Z Square Mall,Lucknow,Wow! Momo,100,26440.56,926.68,22664.24,82,0,0,22203,173,13402,108
10-01-2021,KNP001,Z Square Mall,Lucknow,Wow! Momo,121,28031.85,1186.7,21736,97,0,0,22905,119,29762,251
11-01-2021,KNP001,Z Square Mall,Lucknow,Wow! Momo,58,12804.32,656.4,8040.96,39,0,0,26172,273,14223,216
12-01-2021,KNP001,Z Square Mall,Lucknow,Wow! Momo,49,10591.62,622,8551.62,38,0,0,16596,126,10531,199
13-01-2021,KNP001,Z Square Mall,Lucknow,Wow! Momo,48,9337.64,747.2,188,2,0,0,10960,157,10602,251
14-01-2021,KNP001,Z Square Mall,Lucknow,Wow! Momo,48,12139.62,1120,9516.62,35,0,0,25603,234,13521,212
15-01-2021,KNP001,Z Square Mall,Lucknow,Wow! Momo,30,7099.6,333.56,3550.4,19,0,0,28221,154,11947,176
16-01-2021,KNP001,Z Square Mall,Lucknow,Wow! Momo,83,18225.36,1624,9911.11,45,0,0,15600,213,21439,276
17-01-2021,KNP001,Z Square Mall,Lucknow,Wow! Momo,109,24712.08,862.69,19771.07,81,0,0,22016,169,28725,295
18-01-2021,KNP001,Z Square Mall,Lucknow,Wow! Momo,59,14631.12,808,12009.6,48,0,0,16094,164,10503,205
19-01-2021,KNP001,Z Square Mall,Lucknow,Wow! Momo,64,13645.55,1150.49,208,3,0,0,13839,204,15580,273
20-01-2021,KNP001,Z Square Mall,Lucknow,Wow! Momo,52,11503.82,471.48,9851.28,43,0,0,27122,145,22825,273
21-01-2021,KNP001,Z Square Mall,Lucknow,Wow! Momo,54,10826.27,1834.52,7416.76,34,0,0,11726,192,24624,158
22-01-2021,KNP001,Z Square Mall,Lucknow,Wow! Momo,41,8841.93,489.7,1431,9,0,0,26469,265,14622,164
23-01-2021,KNP001,Z Square Mall,Lucknow,Wow! Momo,93,20872.13,734.3,12055.79,56,0,0,12533,229,23660,112
24-01-2021,KNP001,Z Square Mall,Lucknow,Wow! Momo,119,24948.35,606,19645.65,94,0,0,18076,253,22363,184
25-01-2021,KNP001,Z Square Mall,Lucknow,Wow! Momo,74,18605.77,868,15472.77,60,0,0,27564,214,24550,164
26-01-2021,KNP001,Z Square Mall,Lucknow,Wow! Momo,136,27768.99,810.6,16742.36,87,0,0,19896,164,13782,187
27-01-2021,KNP001,Z Square Mall,Lucknow,Wow! Momo,29,5456.07,180,4937.06,26,0,0,14510,128,22733,108
28-01-2021,KNP001,Z Square Mall,Lucknow,Wow! Momo,56,11855.58,671.32,9531.86,45,0,0,17908,283,16811,190
